part_number;rfq_create_date
BACC63BP18S14SN;12.10.2023
BACC63BP20B16PNL;17.11.2023
BACC63BP20B28P6;05.03.2024
BACC63BP20C16P6;08.05.2024
BACC63BP20C16P7;25.03.2024
BACC63BP20C16SN;27.10.2023
BACC63BP20C28P7;29.11.2023
BACC63BP20D16P6;17.08.2023
BACC63BP20D16P7;25.03.2024
BACC63BP20D16PN;17.11.2023
BACC63BP20D16SN;23.05.2024
BACC63BP20D28P6;27.02.2024
BACC63BP20H16SN;30.05.2024
BACC63BP20S28P6;05.03.2024
BACC63BP22C19P8;29.11.2023
BACC63BP22C19PN;10.06.2024
BACC63BP22C39P9;14.05.2024
BACC63BP22C39S6;25.04.2024
BACC63BP22C39S9;30.01.2024
BACC63BP22C55SN;27.12.2023
BACC63BP22D19P6;28.11.2023
BACC63BP22D19P8;28.11.2023
BACC63BP22D19PN;28.04.2024
BACC63BP22D55PN;08.02.2024
BACC63BP22D55SN;07.12.2023
BACC63BP24C30P6;31.08.2023
BACC63BP24C30PN;28.09.2023
BACC63BP24C30SN;30.01.2024
BACC63BP28D42S;21.12.2023
BACC63BP28D42S6;19.12.2023
BACC63BP28D42S7;30.05.2024
BACC63BT16B10S6;22.11.2023
BACC63BT2219SN;05.04.2024
BACC63BV10F5SN;24.11.2023
BACC63BV12B3SN;06.08.2024
BACC63BV12F12PN;12.12.2023
BACC63BV12F12S7;08.03.2024
BACC63BV12H12PN;26.12.2023
BACC63BV14B7S6;22.01.2024
BACC63BV14B7SN;27.04.2024
BACC63BV14F12PN;29.01.2024
BACC63BV14F7S7;30.10.2023
BACC63BV14H12S8;28.11.2023
BACC63BV14H15SN;20.02.2024
BACC63BV16A10PN;12.03.2024
BACC63BV16B10S6;29.07.2024
BACC63BV16F10S6;28.11.2023
BACC63BV20B16S6;30.04.2024
BACC63BV20B16SN;29.05.2024
BACC63BV20B28S6;27.02.2024
BACC63BV20F28S7;08.11.2023
BACC63BV20H16PN;24.05.2024
BACC63BV22B19S6;28.11.2023
BACC63BV22B19S8;28.11.2023
BACC63BV22B19SN;24.01.2024
BACC63BV22B55PN;07.12.2023
BACC63BV22F19S7;08.11.2023
BACC63BV22F19S8;28.11.2023
BACC63BV22F55PN;30.10.2023
BACC63BV24B30S7;11.10.2023
BACC63BV24B30S8;04.12.2023
BACC63BV28B42P6;28.04.2024
BACC63BV28B42P7;28.04.2024
BACC63BV28B42S6;04.12.2023
BACC63CB10-20SN;28.11.2023
BACC63CB10-5SN;28.11.2023
BACC63CB10-7SN;13.09.2023
BACC63CB10A20SN;24.01.2024
BACC63CB10A5SN;23.03.2024
BACC63CB10B20SN;30.12.2023
BACC63CB14-15SN;24.07.2024
BACC63CB14-3PN;09.01.2024
BACC63CB14-3SN;25.10.2023
BACC63CB14-7SN;30.11.2023
BACC63CB14A12SN;27.10.2023
BACC63CB14A7SN;25.03.2024
BACC63CB16-24PN;27.01.2024
BACC63CB18-31P8;27.10.2023
BACC63CB18A8SN;30.03.2024
BACC63CB20-16SN;07.08.2023
BACC63CB20-41SN;25.03.2024
BACC63CC14-15S8;17.04.2024
BACC63CE14SA2S;04.09.2023
BACC63CE28-22S;22.12.2023
BACC63CM1203SN;28.12.2023
BACC63CM2430P8;28.09.2023
BACC63CN1407S6;28.03.2024
BACC63CN1407S7;28.03.2024
BACC63CN1407SN;28.03.2024
BACC63CN1407SNA;02.06.2024
BACC63CN1610SN;28.03.2024
BACC63CN16B10S6;22.11.2023
BACC63CN1814SN;28.03.2024
BACC63CN2219SN;05.04.2024
BACC63CN2430SN;28.03.2024
BACC63CN2842S6;28.03.2024
BACC63CN2842S7;28.03.2024
BACC63CN2842SN;28.03.2024
BACC63CN28B42S7;11.04.2024
BACC63CN28D42S7;11.04.2024
BACC63CP22G399;08.10.2023
BACC63CS16G-24S7;07.01.2024
BACC63CS16G24S7;27.04.2024
BACC63CT15-18SN;30.11.2023
BACC63CU11-35SN;24.05.2024
BACC63CU9-98SN;28.05.2024
BACC63DB9-98SD;22.03.2024
BACC63DB9-98SN;16.07.2024
BACC63DE0316SA;28.05.2024
BACC63DE0320SA;27.04.2024
BACC63DF0320PA;02.02.2024
BACC63DG0316SR;14.06.2024
BACC63EDA-03PN;15.09.2023
BACC63EDA-04PN;15.09.2023
BACC63EDA-05PN;15.09.2023
BACC63EEA-03SN;15.09.2023
BACC63EEA-04SN;15.09.2023
BACC63EEA-05SN;15.09.2023
BACC63EJ01A;09.08.2024
BACC65AB2A;16.07.2024
BACC65AK211P;25.12.2023
BACC65BL-1;29.05.2024
BACC65BL1;29.05.2024
BACC66H125F10AD01;29.02.2024
BACC66R01;28.01.2024
BACD40A08-008-6A29;24.04.2024
BACD40B016-008-5-11;07.11.2023
BACD40D18-11-12;19.08.2024
BACD40D9-12-10;24.06.2024
BACD40P3A160;18.01.2024
BACD40P3A180;23.05.2024
BACD40W41-0052;28.09.2023
BACD40W48-0032;11.03.2024
BACE21AS0606W;22.04.2024
BACE21AT1008W;11.03.2024
BACE21AU1010W;10.06.2024
BACE21AU1616W;22.04.2024
BACE21AW0606M;05.07.2024
BACE21AW0606W;22.03.2024
BACE21AW0808W;27.05.2024
BACE21AW1212;29.05.2024
BACE21AW1212W;22.04.2024
BACE21BM0404T;17.10.2023
BACE21BM0606J;31.03.2024
BACE21BM0606P;09.02.2024
BACE21BN0406T;29.11.2023
BACE21BN0505J;11.04.2024
BACE21BN0606J;29.11.2023
BACE21BR0404JN;22.11.2023
BACE21BR0606JN;22.11.2023
BACE21BR0606P;26.04.2024
BACE21BR0808T;22.11.2023
BACE21BR1010JN;12.08.2023
BACE21BR1010T;22.11.2023
BACE21BR1212JN;22.11.2023
BACE21BT0404JN;22.11.2023
BACE21BT0606J;05.07.2024
BACE21BT0606JN;22.11.2023
BACE21BT0606T;28.01.2024
BACE21BT0808JN;22.11.2023
BACE21BT1010T;22.11.2023
BACE21BT1212JN;22.11.2023
BACF33C200-075DF;14.05.2024
BACF3F005L017NN;10.10.2023
BACF3F007E017NN;06.02.2024
BACF3F008N018NN;05.04.2024
BACF3F008R012NN;05.04.2024
BACF3F010E010NN;13.11.2023
BACF3F010K018NG;30.03.2024
BACF3F011G015NN;06.02.2024
BACF3F012D014DE;13.11.2023
BACF3F030C160BL;25.03.2024
BACF3F045C160BL;25.03.2024
BACF3H06DF006HG;05.07.2024
BACF3H07DF007HG;05.07.2024
BACF3H08JM008AN;12.09.2023
BACF3H09RP020AN;30.05.2024
BACF3H09XF023HN;12.07.2024
BACF3T04L08G07;06.02.2024
BACF3T08F06-08B;14.03.2024
BACG10AD24C;23.10.2023
BACG10AD32YC;22.10.2023
BACG20AD427A;12.07.2024
BACG20AD545A;12.07.2024
BACG20L2;15.05.2024
BACG20X2;06.02.2024
BACG20X4;10.06.2024
BACG20X9;30.04.2024
BACG20Z-B0325;10.05.2024
BACG20Z-D;05.07.2024
BACG20Z-N000600B;15.07.2024
BACG20ZB000484;17.10.2023
BACG20ZB000535;17.10.2023
BACG20ZB0325;29.04.2024
BACH20X2;25.07.2024
BACH5P0142CT;26.02.2024
BACH5P0142CTR;26.02.2024
BACH5P0241CK;14.04.2024
BACH5P0241CKA;14.04.2024
BACH5T0194WS;25.12.2023
BACH8A04EE0320B;26.04.2024
BACH8A04EE0560B;31.07.2024
BACH8A06EE0260T;02.07.2024
BACH8A06NN0240T;20.05.2024
BACH8A06NN0250T;21.05.2024
BACH8A08EE0322B;11.03.2024
BACH8A10ER0157H;11.11.2023
BACI10AH12;26.03.2024
BACI10AH13;02.05.2024
BACI10AH14;02.05.2024
BACI10AH20;02.05.2024
BACI10AH30;02.05.2024
BACI10AL34BP;16.07.2024
BACI12AD08M07;18.07.2024
BACI12AE-F6-10;30.07.2024
BACI12AEF8-15P;30.10.2023
BACI12S3;27.07.2024
BACJ40A11-12;20.03.2024
BACJ40A20-10;14.11.2023
BACJ40A20-14;29.11.2023
BACJ40A20-5;25.10.2023
BACJ40A20-6;26.02.2024
BACJ40A20-7;16.11.2023
BACJ40A20-8;25.09.2023
BACJ40A20-9;05.07.2024
BACJ40A209;09.07.2024
BACJ40A21-13;19.03.2024
BACJ40A21-18;13.11.2023
BACJ40A30-15;14.05.2024
BACJ40AB10-37;12.10.2023
BACJ40AB20-10;04.10.2023
BACJ40AB20-28;06.08.2024
BACJ40AB20-35;11.08.2024
BACJ40AB20-5;25.10.2023
BACJ40AB20-6;25.10.2023
BACJ40AB20-7;28.02.2024
BACJ40AB20-8;25.10.2023
BACJ40AB21-7;11.03.2024
BACJ40AB24-7;30.10.2023
BACJ40AB26-5;11.04.2024
BACJ40AB26-6;30.11.2023
BACJ40AB27-6;22.10.2023
BACJ40AB27-8;29.02.2024
BACJ40AB27-9;23.01.2024
BACJ40AC44-5;26.02.2024
BACJ40AC54-4;03.06.2024
BACJ40AC55-4;27.09.2023
BACJ40AC56-7;08.12.2023
BACJ40AD33-7;28.12.2023
BACJ40AD44-10;23.04.2024
BACJ40AD44-12;20.03.2024
BACJ40AD45-4;27.09.2023
BACJ40AD45-8;06.08.2024
BACJ40CF12E;25.12.2023
BACJ40CG10G;24.04.2024
BACJ40D10-24;19.03.2024
BACJ40D10-48;27.05.2024
BACJ40D20-16;04.12.2023
BACJ40E20-32;01.02.2024
BACJ40K5A5A10;20.12.2023
BACJ40K5A5A3;27.10.2023
BACJ40K5A5A6;25.04.2024
BACJ40K5A5A7;13.05.2024
BACJ40K5A7A11;23.05.2024
BACJ40K5A7A8;28.06.2024
BACK20B1;29.02.2024
BACL10AH5;05.10.2023
BACL10AM071-560;29.05.2024
BACL10AM071-560MIT;23.08.2024
BACL10AM090-256;30.05.2024
BACL10AM100-660;25.03.2024
BACL10AN080-333;26.03.2024
BACL10AR1C;29.02.2024
BACL10AR2B;26.03.2024
BACL10AT160D201;29.02.2024
BACL10AT160D278;22.06.2024
BACL10AT160D285;18.12.2023
BACL10AT160D298;24.02.2024
BACL10U17CP;24.04.2024
BACL20A-E;11.07.2024
BACM10B11AB;19.03.2024
BACM10F31-8H;23.11.2023
BACM10F8DB;31.03.2024
BACM10H1R;24.02.2024
BACM10L1CVR;29.07.2024
BACM10L1EBZ;12.07.2024
BACM10L20-4NE;17.04.2024
BACM10V21-2AGT;22.03.2024
BACM10V21-2JG;19.03.2024
BACM10V32-2FC;21.05.2024
BACM10V32-2RJ;22.03.2024
BACM8L9BJ;29.06.2024
BACM9L10APD;05.04.2024
BACN10CS04;23.04.2024
BACN10CS04J;30.04.2024
BACN10CS04K;30.04.2024
BACN10CS04R;30.04.2024
BACN10CS04S;30.04.2024
BACN10CS06;23.04.2024
BACN10CS06D;30.04.2024
BACN10CS06J;30.04.2024
BACN10CS06K;30.04.2024
BACN10CS06R;30.04.2024
BACN10CS06S;30.04.2024
BACN10CS08;23.04.2024
BACN10CS08D;30.04.2024
BACN10CS08J;30.04.2024
BACN10CS08K;30.04.2024
BACN10CS08R;30.04.2024
BACN10CS08S;30.04.2024
BACN10CS10;23.04.2024
BACN10CS10D;30.04.2024
BACN10CS10J;30.04.2024
BACN10CS10K;30.04.2024
BACN10CS10R;30.04.2024
BACN10CS10S;30.04.2024
BACN10CS12;23.04.2024
BACN10CS12D;30.04.2024
BACN10CS12J;30.04.2024
BACN10CS12K;30.04.2024
BACN10CS12R;30.04.2024
BACN10CS12S;30.04.2024
BACN10CS16;30.04.2024
BACN10CS16D;30.04.2024
BACN10CS16J;30.04.2024
BACN10CS16K;30.04.2024
BACN10CS16R;30.04.2024
BACN10CS16S;30.04.2024
BACN10EN;08.07.2024
BACN10FX16;03.04.2024
BACN10FX16G;03.04.2024
BACN10GH3A6;05.06.2024
BACN10GW4;24.06.2024
BACN10HC3CD;30.11.2023
BACN10HC4;27.11.2023
BACN10HC4CD;23.07.2024
BACN10HR10CD;30.08.2023
BACN10HR10CS;13.05.2024
BACN10HR14CD;15.11.2023
BACN10HR162CD;03.05.2024
BACN10HR3C;08.07.2024
BACN10HR3CD;26.09.2023
BACN10HR4C;23.04.2024
BACN10HR4CD;03.05.2024
BACN10HR5CD;17.05.2024
BACN10HR5CS;31.07.2024
BACN10HR6C;08.07.2024
BACN10HR6CB;23.06.2024
BACN10HR6CD;18.12.2023
BACN10HR6CF;23.06.2024
BACN10HR6CS;23.06.2024
BACN10HR8C;20.05.2024
BACN10HR8CB;05.03.2024
BACN10HR8CD;03.05.2024
BACN10HR8CF;05.03.2024
BACN10HR8CS;05.03.2024
BACN10HR9C;23.07.2024
BACN10HR9CD;28.04.2024
BACN10HR9CS;08.12.2023
BACN10HY4M;05.02.2024
BACN10HY5AC;26.06.2024
BACN10HY5M;22.08.2024
BACN10HY6AM;30.05.2024
BACN10HY8AC;30.08.2023
BACN10HY9AC;20.10.2023
BACN10JA3;14.03.2024
BACN10JB3CD;12.08.2024
BACN10JB3CM;06.08.2024
BACN10JC04CM;08.07.2024
BACN10JC06;22.01.2024
BACN10JC08;20.03.2024
BACN10JC08CD;28.09.2023
BACN10JC10CD;17.12.2023
BACN10JC14;21.07.2024
BACN10JC14CD;21.07.2024
BACN10JC3;24.06.2024
BACN10JC3CD;29.02.2024
BACN10JC3CM;26.10.2023
BACN10JC4CD;26.09.2023
BACN10JC4CM;12.06.2024
BACN10JC5;03.12.2023
BACN10JC5CD;26.09.2023
BACN10JC6CD;03.04.2024
BACN10JC6CM;25.09.2023
BACN10JC7CD;29.09.2023
BACN10JC8CD;19.03.2024
BACN10JC9CD;23.09.2023
BACN10JD103CD;29.07.2024
BACN10JD104;09.11.2023
BACN10JD104CD;26.09.2023
BACN10JD105;08.05.2024
BACN10JD105AU;15.02.2024
BACN10JD105CD;26.02.2024
BACN10JD106;07.08.2024
BACN10JD106AU;05.06.2024
BACN10JD109;26.09.2023
BACN10JD10AU;09.11.2023
BACN10JD112;26.09.2023
BACN10JD3;09.01.2024
BACN10JD3CD;12.01.2024
BACN10JD4;25.02.2024
BACN10JD4AU;30.05.2024
BACN10JD4CD;19.01.2024
BACN10JD5;29.03.2024
BACN10JD5ASU;27.05.2024
BACN10JD5CD;14.06.2024
BACN10JD6CD;05.07.2024
BACN10JM6N;31.03.2024
BACN10JN08CD;25.10.2023
BACN10JP08BCM;04.12.2023
BACN10JP08C;29.07.2024
BACN10JP08CCM;25.07.2024
BACN10JP3;20.03.2024
BACN10JP3ACD;16.04.2024
BACN10JP3CCD;28.03.2024
BACN10JP3CCM;11.10.2023
BACN10JP3DCD;28.03.2024
BACN10JP4;24.06.2024
BACN10JR08;08.07.2024
BACN10JR08CFD;30.05.2024
BACN10JR08CFM;08.07.2024
BACN10JR3CF;31.01.2024
BACN10JR3CFD;30.11.2023
BACN10JR3CM;12.08.2024
BACN10JR3F;30.11.2023
BACN10JR4CF;14.05.2024
BACN10JR4CFD;24.06.2024
BACN10JR4CFM;22.01.2024
BACN10JR4F;06.02.2024
BACN10JR5CFD;06.05.2024
BACN10JR5F;24.10.2023
BACN10JR6CFD;29.07.2024
BACN10JS3A2;20.03.2024
BACN10JS3A2CD;29.02.2024
BACN10JS3A5CD;28.09.2023
BACN10JY3;06.02.2024
BACN10JY3CD;06.02.2024
BACN10JY3CH;12.08.2024
BACN10JY3H;15.01.2024
BACN10JZ3A2;24.04.2024
BACN10JZ3A2CDM;29.07.2024
BACN10JZ3A2CDMU;29.07.2024
BACN10JZ3A2U;07.06.2024
BACN10JZ3B2;24.05.2024
BACN10JZ3B2CDM;31.01.2024
BACN10JZ3C2CDM;27.10.2023
BACN10JZ3C2CDMU;29.11.2023
BACN10JZ4B2;29.11.2023
BACN10JZ4B2CDM;30.11.2023
BACN10JZ5A2U;06.04.2024
BACN10KA3BCD;29.09.2023
BACN10KA3BCMS;28.11.2023
BACN10KB3CD;29.02.2024
BACN10KB3CFD;30.11.2023
BACN10KB5CFD;25.04.2024
BACN10KE3B2CD;15.04.2024
BACN10KE3B2CM;03.11.2023
BACN10KE3B3CD;03.04.2024
BACN10KE3B4CD;06.05.2024
BACN10KE3B5CD;26.09.2023
BACN10KE3B6CD;26.09.2023
BACN10KE3B8CM;28.11.2023
BACN10KE3DCD;26.09.2023
BACN10KE3E2CD;09.04.2024
BACN10KE3E2CM;25.04.2024
BACN10KE3E3CD;04.03.2024
BACN10KE3E4CD;26.09.2023
BACN10KE3E5CD;15.04.2024
BACN10KE3E6CD;26.09.2023
BACN10KE4B1CD;13.10.2023
BACN10KE4B3CD;01.03.2024
BACN10KE4CCD;09.04.2024
BACN10KE4E1CD;09.04.2024
BACN10KE4E2CD;13.11.2023
BACN10KE4E6CD;09.04.2024
BACN10KE5B3CD;06.09.2023
BACN10KE5B5CD;06.09.2023
BACN10KH3CD;31.05.2024
BACN10KH3CM;26.09.2023
BACN10MG8;08.07.2024
BACN10MT6;18.08.2024
BACN10MX5;27.02.2024
BACN10R10L;28.09.2023
BACN10R6L;25.06.2024
BACN10R8L;14.03.2024
BACN10TL3-4;09.07.2024
BACN10TL3A10;30.05.2024
BACN10TS3-12;10.06.2024
BACN10VR1CG;25.01.2024
BACN10VR3CGN;09.05.2024
BACN10VR5CG;06.03.2024
BACN10XJ3;13.01.2024
BACN10XJ4;03.05.2024
BACN10YA04;23.04.2024
BACN10YA06;23.04.2024
BACN10YA08;23.04.2024
BACN10YA10;23.04.2024
BACN10YA12;23.04.2024
BACN10YA16;23.04.2024
BACN10YA20;30.04.2024
BACN10YA6N;28.09.2023
BACN10YD1;08.05.2024
BACN10YD1G;25.01.2024
BACN10YD2;26.10.2023
BACN10YD3G;24.06.2024
BACN10YD4;22.08.2024
BACN10YD6;22.05.2024
BACN10YD6G;22.05.2024
BACN10YDG;02.11.2023
BACN10YE04;23.04.2024
BACN10YE06;23.04.2024
BACN10YE08;23.04.2024
BACN10YE10;23.04.2024
BACN10YE12;23.04.2024
BACN10YE16;23.04.2024
BACN10YE20;30.04.2024
BACN10YF31CD;25.03.2024
BACN10YF31CM;22.04.2024
BACN10YF32CD;26.09.2023
BACN10YF33CD;25.03.2024
BACN10YF34CD;26.01.2024
BACN10YF41CD;26.09.2023
BACN10YF42CD;26.11.2023
BACN10YF43;27.03.2024
BACN10YF43CD;28.11.2023
BACN10YJ3F;31.03.2024
BACN10YL06;23.04.2024
BACN10YL08;23.04.2024
BACN10YL10;23.04.2024
BACN10YL12;23.04.2024
BACN10YL16;30.04.2024
BACN10YN16CE;18.09.2023
BACN10YR06CM;16.03.2024
BACN10YR08CD;28.02.2024
BACN10YR3C;16.05.2024
BACN10YR3CD;30.10.2023
BACN10YR3CM;24.04.2024
BACN10YR4CD;30.11.2023
BACN10YR4CM;26.09.2023
BACN10YR5CD;31.05.2024
BACN10YR6CM;19.08.2024
BACN10YR7CM;13.06.2024
BACN10YRCD;06.01.2024
BACN10YT08CD;26.09.2023
BACN10YT08CSA;18.07.2024
BACN10YT3CD;31.05.2024
BACN10YT3CS;27.06.2024
BACN10YT3CSA;27.06.2024
BACN10YT4CD;11.03.2024
BACN10YT4CSA;25.03.2024
BACN10YT5CD;26.06.2024
BACN10YT5CS;27.04.2024
BACN10YT5CSA;25.01.2024
BACN10YT6CD;18.12.2023
BACN10YT6CSA;27.06.2024
BACN10YT7CD;02.10.2023
BACN10YT8CSA;16.07.2024
BACN10ZC4CD;26.06.2024
BACN10ZC6CD;09.10.2023
BACN10ZR3CD;12.02.2024
BACN10ZV08;19.08.2024
BACN10ZV3;25.03.2024
BACN10ZV4;21.08.2024
BACN10ZV5;03.05.2024
BACN10ZZ3D;27.06.2024
BACN10ZZ4K;09.05.2024
BACN10ZZ5D;27.12.2023
BACN10ZZ6CD;30.11.2023
BACN10ZZ6D;29.09.2023
BACN11AG04;13.08.2024
BACN11AG06;30.03.2024
BACN11AG08;23.10.2023
BACN11AG4;22.05.2024
BACN11AJ08;06.04.2024
BACN11AK7K;24.07.2024
BACN11AK7KY;07.08.2024
BACN11AL;11.06.2024
BACN11AL//BACN10YDG;18.12.2023
BACN11AL1;29.03.2024
BACN11AL2;25.06.2024
BACN11AM4XCD;01.08.2024
BACN11CC4KY;21.05.2024
BACN11CC4U;23.04.2024
BACN11CC5K;24.06.2024
BACN11CC5KY;23.08.2024
BACN11E4;20.03.2024
BACN11G3A1CD;27.05.2024
BACN11G3A2CD;29.02.2024
BACN11G3A2CM;08.07.2024
BACN11G3A3CD;17.12.2023
BACN11G3A4CD;05.04.2024
BACN11G3A6CD;19.03.2024
BACN11G3B1CD;01.12.2023
BACN11G3B2CD;21.02.2024
BACN11G4A1CD;25.03.2024
BACN11G4A3CD;13.10.2023
BACN11G4A4CD;09.08.2024
BACN11G4B1CD;16.05.2024
BACN11G4D2CD;15.02.2024
BACN11G4D4CD;18.04.2024
BACN11K2;30.05.2024
BACN11K2CD;06.08.2024
BACN11K3;11.10.2023
BACN11K3CD;15.03.2024
BACN11N103CD;30.05.2024
BACN11N104CD;30.05.2024
BACN11N104CS;29.07.2024
BACN11N106CD;09.10.2023
BACN11N110CD;24.10.2023
BACN11N110CS;15.05.2024
BACN11N114CD;24.10.2023
BACN11N3CD;30.05.2024
BACN11N4CD;02.05.2024
BACN11N4CS;29.09.2023
BACN11N5CD;26.09.2023
BACN11N5CS;25.09.2023
BACN11N6CD;02.05.2024
BACN11N6CS;30.10.2023
BACN11N7CD;15.08.2024
BACN11N7CS;24.10.2023
BACN11N8CS;19.07.2024
BACN11P3B10CG;28.02.2024
BACN11P3B20CG;22.08.2024
BACN11P3B22CG;22.08.2024
BACN11P3B6C;31.05.2024
BACN11P3B6CG;31.05.2024
BACN11P3B8CG;29.11.2023
BACN11U3CD2;28.03.2024
BACN11U4CD2N;11.08.2024
BACN11U4CM2N;30.11.2023
BACN11U5CD2LN;22.02.2024
BACN11U6CD1;30.01.2024
BACN11U7CD1;29.01.2024
BACN11X7CD;31.10.2023
BACN11X8CD;13.10.2023
BACN11Z10CD;29.09.2023
BACN11Z10CK;12.08.2024
BACN11Z12CD;07.12.2023
BACN11Z3CD;29.09.2023
BACN11Z3CK;19.03.2024
BACN11Z4CD;29.09.2023
BACN11Z4CK;25.09.2023
BACN11Z6CD;29.09.2023
BACN11Z7C;14.05.2024
BACN11Z7CD;29.09.2023
BACN11Z7CK;29.01.2024
BACN11Z8C;24.05.2024
BACN11Z8CD;29.09.2023
BACN11Z8CK;23.11.2023
BACN18D5AD2;17.11.2023
BACNJZAB2CDM;27.02.2024
BACP11J113;04.02.2024
BACP11J128;19.05.2024
BACP11J231;29.01.2024
BACP11J330;21.07.2024
BACP11K4;17.10.2023
BACP11K5;29.05.2024
BACP11K5A;03.06.2024
BACP11K6;31.08.2023
BACP11K7;30.07.2024
BACP11K8;12.04.2024
BACP18BC00C03P;28.11.2023
BACP18BC01A06P;19.02.2024
BACP18BC01A12P;14.03.2024
BACP18BC01C04P;27.11.2023
BACP18BC01C06P;25.12.2023
BACP18BC01C12P;14.03.2024
BACP18BC01D06P;09.01.2024
BACP18BC02A02P;23.07.2024
BACP18BC02A03P;14.06.2024
BACP18BC02A04P;26.04.2024
BACP18BC02A05P;18.01.2024
BACP18BC02A06H;31.10.2023
BACP18BC02A06P;29.09.2023
BACP18BC02A10P;24.06.2024
BACP18BC02A12P;16.05.2024
BACP18BC02C03P;26.04.2024
BACP18BC02C04P;29.07.2024
BACP18BC02C06P;28.02.2024
BACP18BC02C08P;28.09.2023
BACP18BC02C10P;14.03.2024
BACP18BC03A04P;26.01.2024
BACP18BC03A05P;31.07.2024
BACP18BC03A06P;27.11.2023
BACP18BC03A08P;23.07.2024
BACP18BC03A10P;30.10.2023
BACP18BC03A11P;17.11.2023
BACP18BC03A12H;11.06.2024
BACP18BC03A12P;14.03.2024
BACP18BC03A16P;08.12.2023
BACP18BC03B06P;29.02.2024
BACP18BC03B07P;14.03.2024
BACP18BC03B08P;16.02.2024
BACP18BC03C06P;15.02.2024
BACP18BC03C08P;19.03.2024
BACP18BC03C10P;29.03.2024
BACP18BC03C12P;26.07.2024
BACP18BC04A06P;27.07.2024
BACP18BC04A08P;13.08.2024
BACP18BC04A10P;19.10.2023
BACP18BC04A12H;25.07.2024
BACP18BC04A12P;27.04.2024
BACP18BC04A13H;25.07.2024
BACP18BC04A14H;02.10.2023
BACP18BC04A14P;25.03.2024
BACP18BC04A16P;06.06.2024
BACP18BC04A20P;27.05.2024
BACP18BC04C08P;08.12.2023
BACP18BC04C14P;23.07.2024
BACP18BC04C16P;17.10.2023
BACP18BC04C20P;28.09.2023
BACP18BC05C32P;13.10.2023
BACP18BC06A16P;14.03.2024
BACP18BCO1A06P;02.05.2024
BACP18BD1C17;26.01.2024
BACP18BD2C9;01.02.2024
BACP18BE5C0437U;27.02.2024
BACP18BE5P1125W;14.02.2024
BACP18C03A10P;24.02.2024
BACP20AX09;13.08.2024
BACP20AX09P;13.08.2024
BACP20AX21;28.03.2024
BACP20AX21P;28.03.2024
BACP20B36B;31.07.2024
BACP20B36P;31.07.2024
BACP20B51B;11.10.2023
BACP20B63P;10.07.2024
BACP30F4;30.10.2023
BACP30F4C;30.10.2023
BACP30F7;26.06.2024
BACP30F7C;24.01.2024
BACP30F8;13.06.2024
BACP30F8C;20.05.2024
BACP30F9;12.03.2024
BACP30F9C;13.06.2024
BACP30J7;14.08.2024
BACP30K1D;30.10.2023
BACP30K1DC;30.10.2023
BACP30K1S;14.11.2023
BACP30K1SC;14.11.2023
BACP30K2DC;23.01.2024
BACP30K7S;10.12.2023
BACP30K7SC;10.12.2023
BACP30M1A;05.02.2024
BACP30M1AC;05.02.2024
BACP30M3;26.06.2024
BACP30M3C;05.02.2024
BACP30M4;27.09.2023
BACP30M4C;27.09.2023
BACP30M5C;05.02.2024
BACR10AD16;16.07.2024
BACR10AJ4C;08.10.2023
BACR10AL4AC;21.08.2024
BACR10AL4BC;13.02.2024
BACR10AL6B;08.11.2023
BACR10V3R;20.09.2023
BACR10V3RD;20.09.2023
BACR10V4D;27.05.2024
BACR10V5;08.04.2024
BACR10V5D;08.04.2024
BACR11AM2;28.09.2023
BACR11AV4;28.10.2023
BACR11AV5B;26.01.2024
BACR11AV5R;26.02.2024
BACR11X4;07.08.2024
BACR11X5R;26.02.2024
BACR12AB2A;25.04.2024
BACR12AG2C;20.05.2024
BACR12BM-211;30.08.2023
BACR12BM008;15.05.2024
BACR12BM011;26.06.2024
BACR12BM012;26.06.2024
BACR12BM027;07.11.2023
BACR12BM110;26.06.2024
BACR12BM111;26.09.2023
BACR12BM111B;16.07.2024
BACR12BM113;28.03.2024
BACR12BM114;27.06.2024
BACR12BM115;25.10.2023
BACR12BM116;25.10.2023
BACR12BM121;05.10.2023
BACR12BM123;29.02.2024
BACR12BM128;26.06.2024
BACR12BM211;08.04.2024
BACR12BM212;04.12.2023
BACR12BM213;26.06.2024
BACR12BM214;28.06.2024
BACR12BM216;26.06.2024
BACR12BM221;26.09.2023
BACR12BM228;30.12.2023
BACR12BM229;25.10.2023
BACR12BM232;19.12.2023
BACR12BM233;29.02.2024
BACR12BM235;26.06.2024
BACR12BM236;28.03.2024
BACR12BM336;26.09.2023
BACR12BM342;26.06.2024
BACR12BM347;26.06.2024
BACR12BP125;29.07.2024
BACR12BP218;06.04.2024
BACR12BP228;04.12.2023
BACR12BP231;25.10.2023
BACR12BU17SN;30.05.2024
BACR12X1;28.09.2023
BACR12X2;30.04.2024
BACR13CD2;10.08.2024
BACR13CF2A;17.07.2024
BACR13CF2AB;28.12.2023
BACR13CG2A;02.05.2024
BACR13CG2AB;26.02.2024
BACR13CJ2;30.05.2024
BACR13CJ2E;15.02.2024
BACR15B1CD;04.12.2023
BACR15BA;04.12.2023
BACR15BA2AD5C;03.06.2024
BACR15BA3A;16.04.2024
BACR15BA3A4C;18.03.2024
BACR15BA3A6C;22.07.2024
BACR15BA3AD;30.05.2024
